platform,verdict,app,bundle_id,source,occurrences,reasons
Vizio,maybe,Firelight,B0D7717P9P,Playwork,3,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Roku,no,Firelight,B0D7717P9P,Playwork,3,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Fire TV,yes,Firelight,B0D7717P9P,Playwork,3,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Vizio,maybe,,vizio.fnaf_gaming,,3,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
LG,maybe,Forgelabs,com.lg.forge_labs,Playwork,3,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,Futuristic Hub,com.lg.futuristic_hub,Playwork,3,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
Fire TV,yes,Gabyandalex,B0CPFTZ2KH,Playwork,3,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Vizio,maybe,Juan De Dios,vizio.jordan_matter,Playwork,3,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Vizio,maybe,Juan De Dios,vizio.jordanmatter,Playwork,3,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Samsung,maybe,Juandediospantoja,com.samsung.juan_de_dios,Playwork,3,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,Karla Bustillos,com.samsung.justkass,Playwork,3,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,Like Nastya Spain,com.samsung.like_nastya,Playwork,3,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Fire TV,yes,,B0FH2DX9TD,,3,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,Milo And Chip,B0CWFQMVH7,Playwork,3,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Vizio,maybe,,vizio.milo_and_chip,,3,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Samsung,unlikely,Parks Channel,com.samsung.omg_chad,Playwork,3,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead | app-name pattern suggests FAST/24h channel → SSAI typical"
Vizio,maybe,Pwkids,vizio.plutotv,Playwork,3,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Vidaa,maybe,Germany Vidaa CTV https://,play.google.com,,3,"Hisense Vidaa OS (Linux+browser); depends on IMA HTML5 usage"
Vidaa,maybe,Italy Vidaa CTV https://,play.google.com,,3,"Hisense Vidaa OS (Linux+browser); depends on IMA HTML5 usage"
Vidaa,maybe,Spain Vidaa CTV https://,play.google.com,,3,"Hisense Vidaa OS (Linux+browser); depends on IMA HTML5 usage"
Vidaa,maybe,Brazil Vidaa CTV https://,play.google.com,,3,"Hisense Vidaa OS (Linux+browser); depends on IMA HTML5 usage"
Roku,no,,,WURL,3,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Roku,no,,com.roku.web.trc,,3,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Android,yes,Spinthecircle,com.rumble.webos.app,Playwork,3,"Android TV / Google TV; IMA Android SDK supports SIMID 1.0"
LG,maybe,Strawberry Shortcake,com.lg.strawberry_shortcake,Playwork,3,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
Samsung,maybe,Thefunsquad,com.samsung.the_royalty_family,Playwork,3,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
TCL,maybe,,com.tubitv,,3,"TCL ships both Roku TV (no SIMID) and Google TV (yes SIMID) variants; depends on model"
Comcast,unlikely,A Maze Ing Mac,com.comcast.amazeingmac,Playwork,2,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Vizio,maybe,Alexarivera,vizio.alexa_rivera,Playwork,2,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Vizio,maybe,,vizio.alia,,2,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Android,yes,Amongus,com.plexapp.android,Playwork,2,"Android TV / Google TV; IMA Android SDK supports SIMID 1.0"
Comcast,unlikely,,com.comcast.annoying_orange,,2,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
LG,maybe,,com.lg.annoying_orange,,2,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
Vizio,maybe,Ant,vizio.annoyingorange,Playwork,2,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Samsung,maybe,Antvenom,com.samsung.ant,Playwork,2,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,Austinjohnplays,com.samsung.ant,Playwork,2,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Vizio,maybe,,vizio.austinjohnplays,,2,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Comcast,unlikely,,com.comcast.bestofamongus,,2,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Samsung,maybe,Billy Perry,com.samsung.bestofroblox,Playwork,2,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,unlikely,Black Cinema & Tv By Fawesome,com.samsung.bestofroblox,WURL,2,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead | app-name pattern suggests FAST/24h channel → SSAI typical | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Fire TV,yes,,B07NZZW6LP,,2,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Vizio,maybe,Bloo,vizio.ssundee,Playwork,2,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
LG,maybe,Brickobrian,com.lg.brb,Playwork,2,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
Samsung,unlikely,Browsefree Podcast  Movies  Tv,com.samsung.brewstew,,2,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead | app-name pattern suggests FAST/24h channel → SSAI typical"
Samsung,maybe,Saudi Arabia Samsung CTV https://,play.google.com,,2,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Fire TV,unlikely,Canada Fire TV CTV https://,www.amazon.com,,2,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0 | app-name pattern suggests FAST/24h channel → SSAI typical"
Fire TV,unlikely,Ireland Fire TV CTV https://,www.amazon.com,,2,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0 | app-name pattern suggests FAST/24h channel → SSAI typical"
Fire TV,unlikely,Mexico Fire TV CTV https://,www.amazon.com,,2,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0 | app-name pattern suggests FAST/24h channel → SSAI typical"
Vizio,maybe,Chesstv,vizio.xumoplay,Playwork,2,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Samsung,maybe,,com.samsung.coffee_fuelled,,2,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Android,yes,,com.rumble.battles,,2,"Android TV / Google TV; IMA Android SDK supports SIMID 1.0"
LG,maybe,,com.lg.creator_nation,,2,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
Vidaa,maybe,Creator Nation,com.vidaa.creator_nation,Playwork,2,"Hisense Vidaa OS (Linux+browser); depends on IMA HTML5 usage"
Vidaa,maybe,Creatornation,com.vidaa.creator_nation,Playwork,2,"Hisense Vidaa OS (Linux+browser); depends on IMA HTML5 usage"
Samsung,maybe,,com.samsung.criminally_listed,,2,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Vizio,maybe,,vizio.dental_digest,,2,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Comcast,unlikely,,com.comcast.drewdirksen,,2,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Samsung,maybe,Escape,com.samsung.emazing,Playwork,2,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Fire TV,yes,,B0CW183FYD,,2,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Vizio,maybe,,vizio.ethangamer,,2,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Vizio,unlikely,Filmrise,vizio.family_feud,WURL,2,"SmartCast (web-based); SIMID renders if app uses IMA HTML5 | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Vizio,maybe,,vizio.firelight,,2,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Fire TV,yes,,B0DJ8W2254,,2,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Samsung,maybe,Forge Labs,com.samsung.forge_labs,Playwork,2,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
LG,maybe,Fortnitetipstricks,com.lg.forge_labs,Playwork,2,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
Samsung,maybe,Freemovie Browser Like Chrome,com.samsung.forge_labs,,2,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Fire TV,yes,,B00V8X7XTO,,2,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Vizio,maybe,Gaby And Alex,vizio.gaby,Playwork,2,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Fire TV,unlikely,Gabyandalex,B0CPFTZ2KH,WURL,2,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0 | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Vizio,maybe,Hacksmith,vizio.hacksmith,,2,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Vizio,maybe,Hacksmith,vizio.hacksmithindustries,,2,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Vizio,maybe,Haystack,vizio.haystacktv,,2,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Vizio,maybe,,vizio.jordanmatter,,2,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Samsung,maybe,Juandedios,com.samsung.juan_de_dios,Playwork,2,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Vizio,maybe,Juandediospantoja,vizio.juan_de_dios,Playwork,2,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Fire TV,yes,,B0FGJ1XK91,,2,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Vizio,maybe,Kwebbelkop,vizio.khaby_lame,Playwork,2,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Fire TV,yes,,B0CLKXKMPW,,2,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Samsung,maybe,Like Nastya Spain,com.samsung.like_nastya_spain,Playwork,2,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
LG,maybe,Likenastya,com.lg.like_nastya_spain,Playwork,2,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
TCL,maybe,Lol Surprise,com.tcl.livetv,Playwork,2,"TCL ships both Roku TV (no SIMID) and Google TV (yes SIMID) variants; depends on model"
TCL,unlikely,Magiconnect Tv App Services,com.tcl.livetv,,2,"TCL ships both Roku TV (no SIMID) and Google TV (yes SIMID) variants; depends on model | app-name pattern suggests FAST/24h channel → SSAI typical"
TCL,maybe,Manriver,com.tcl.livetv,Playwork,2,"TCL ships both Roku TV (no SIMID) and Google TV (yes SIMID) variants; depends on model"
Comcast,unlikely,Mau Mcmahon,com.comcast.lolsurprise,Playwork,2,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Vizio,maybe,,vizio.man_plus_river,,2,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Comcast,unlikely,Mitvplus,com.comcast.minecraft_fnaf,,2,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Vizio,maybe,United States Vizio CTV https://,www.vizio.com,,2,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Samsung,maybe,Nidal Wonder,com.samsung.nidal_wonder,Playwork,2,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,,com.samsung.nidal_wonder,,2,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Android,yes,,hilton.ninja_kids_tv,,2,"Android TV / Google TV; IMA Android SDK supports SIMID 1.0"
LG,maybe,Ninjakidstv,com.lg.ninja_kids_tv,Playwork,2,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
Samsung,maybe,,com.samsung.not_enough_nelsons,,2,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,Notenoughnelsons,com.samsung.not_enough_nelsons,Playwork,2,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Fire TV,yes,Orangeanimation,B088X398Y7,Playwork,2,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Samsung,maybe,Paint The Road,com.samsung.omg_chad,Playwork,2,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
LG,maybe,Paint The Road,com.lg.omg_chad,Playwork,2,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
Fire TV,unlikely,Philo,B0CTHSM3FY,WURL,2,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0 | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Vizio,unlikely,Pluto Tv,vizio.payton,WURL,2,"SmartCast (web-based); SIMID renders if app uses IMA HTML5 | app-name pattern suggests FAST/24h channel → SSAI typical | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Fire TV,unlikely,Pluto Tv,B07BKPFXTJ,WURL,2,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0 | app-name pattern suggests FAST/24h channel → SSAI typical | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Fire TV,unlikely,Pluto Tv,B00KDSGIPK,WURL,2,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0 | app-name pattern suggests FAST/24h channel → SSAI typical | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Fire TV,yes,Pp Time Traveler,B00KDSGIPK,Playwork,2,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,Ppsecretslots,B00KDSGIPK,Playwork,2,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Vidaa,maybe,,com.vidaa.pwkids,,2,"Hisense Vidaa OS (Linux+browser); depends on IMA HTML5 usage"
Vidaa,maybe,Australia Vidaa CTV https://,play.google.com,,2,"Hisense Vidaa OS (Linux+browser); depends on IMA HTML5 usage"
Vidaa,maybe,Argentina Vidaa CTV https://,play.google.com,,2,"Hisense Vidaa OS (Linux+browser); depends on IMA HTML5 usage"
Vidaa,maybe,Canada Vidaa CTV https://,play.google.com,,2,"Hisense Vidaa OS (Linux+browser); depends on IMA HTML5 usage"
Vidaa,maybe,Uganda Vidaa CTV https://,play.google.com,,2,"Hisense Vidaa OS (Linux+browser); depends on IMA HTML5 usage"
Comcast,unlikely,Mexico Comcast CTV https://,www.xfinity.com,,2,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Roku,no,Roku,com.rakutentv.samsung,,2,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Samsung,unlikely,Samsung Tv Plus,com.rumble.webos.app,,2,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead | app-name pattern suggests FAST/24h channel → SSAI typical"
Samsung,maybe,Ssundee,com.lg.ssundee,Playwork,2,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Vidaa,maybe,Ssundee,com.lg.ssundee,Playwork,2,"Hisense Vidaa OS (Linux+browser); depends on IMA HTML5 usage"
LG,maybe,Strictlydumpling,com.lg.strawberry_shortcake,Playwork,2,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
Samsung,maybe,Tankee,com.samsung.strawberry_shortcake,Playwork,2,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,unlikely,Tcl Channel,com.samsung.strawberry_shortcake,WURL,2,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead | app-name pattern suggests FAST/24h channel → SSAI typical | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Comcast,unlikely,Tcl Channel,com.comcast.tankee,WURL,2,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI | app-name pattern suggests FAST/24h channel → SSAI typical | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Samsung,maybe,The Boys,com.samsung.the_boys,Playwork,2,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Vizio,maybe,,vizio.thefunsquad,,2,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Samsung,unlikely,The Weather Channel,com.samsung.the_royalty_family,WURL,2,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead | app-name pattern suggests FAST/24h channel → SSAI typical | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Samsung,maybe,Theboys,com.samsung.the_royalty_family,Playwork,2,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Vizio,maybe,Theroyaltyfamily,vizio.theroyaltyfamily,Playwork,2,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Fire TV,yes,,B07PNRRTN6,,2,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Tubi,unlikely,Tubi - Free Movies & Tv,com.toongoggles.html5,WURL,2,"Fox-owned Tubi runs its own ad SDK; SIMID acceptance unconfirmed | app-name pattern suggests FAST/24h channel → SSAI typical | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Tubi,unlikely,,,,2,"Fox-owned Tubi runs its own ad SDK; SIMID acceptance unconfirmed"
TCL,maybe,Tubitv,com.tubitv.chromecast,,2,"TCL ships both Roku TV (no SIMID) and Google TV (yes SIMID) variants; depends on model"
Comcast,unlikely,,com.comcast.tucker_budzyn,,2,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Fire TV,yes,Vanossgaming,B0FRB5DMYT,Playwork,2,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,,B0F32L7X86,,2,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,,B0756R3WNM,,2,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Vizio,maybe,,vizio.xnestorio,,2,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Fire TV,unlikely,Fire TV CTV https://,www.amazon.com,,2,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0 | app-name pattern suggests FAST/24h channel → SSAI typical"
Fire TV,unlikely,24 Hour Movie Channel,B01LYZ2GD4,WURL,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0 | app-name pattern suggests FAST/24h channel → SSAI typical | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Fire TV,unlikely,27 News Now,B09G534MQX,WURL,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0 | app-name pattern suggests FAST/24h channel → SSAI typical | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Fire TV,unlikely,44News,B08C2BR38D,WURL,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0 | app-name pattern suggests FAST/24h channel → SSAI typical | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
